emotion,question,comment,x,y,user_id,age,gender,sentiment_compound,sentiment_label,GRID_ID
Free Time,3,The Vltavská metro lobby and its entire surroundings.,14.438,50.099118,r1dsng37j,30-39,male,0.0258,neutral,T-10
Free Time,3,"Underpasses and overpasses on the waterfront, which can already be used to get to the Vltavská metro station, etc.",14.438,50.097817,r1dsng37j,30-39,male,0.0,neutral,T-11
Free Time,3,"Lack of pedestrian crossing, frequent collisions with cars turning onto Štvanici (often not flashing - no turning lane, arrow).",14.437,50.09547,r1dsng37j,30-39,male,-0.3637,negative,T-11
Free Time,3,Sports complex is devastated.,14.44,50.096193,r1dsng37j,30-39,male,-0.6124,negative,T-11
Free Time,3,The whole market should be completely overhauled and integrated into the city.,14.447,50.099441,r1dsng37j,30-39,male,0.0,neutral,U-10
Free Time,3,The whole waterfront is very neglected and deserves a complete reconstruction into a park-like setting.,14.456,50.101217,r1dsng37j,30-39,male,-0.5709,negative,U-10
Free Time,3,The whole area between the two main roads is desolate.,14.442,50.099517,r1dsng37j,30-39,male,0.0,neutral,T-10
Free Time,3,This whole block would be worth renovating.,14.446,50.111084,r1dsng37j,30-39,male,-0.25,negative,U-9
Free Time,3,Villas.,14.411,50.098381,r1dsng37j,30-39,male,0.0,neutral,R-10
Free Time,3,The sports complex.,14.422,50.096282,r1dsng37j,30-39,male,0.0,neutral,S-10
Free Time,3,"Jankovcouva Street needs to be reconstructed, it lacks elementary things like sidewalks, trees, parking spaces, dividing and guiding lanes, pedestrian crossings, etc.",14.45,50.110479,r1dsng37j,30-39,male,0.3612,positive,U-9
Free Time,3,The square deserves something other than a supermarket.,14.424,50.100198,9c7kqxbso,30-39,male,0.0,neutral,S-10
Free Time,3,There is no greenery. instead of a little used cycle path there could be planters and small trees,14.426,50.100958,9c7kqxbso,30-39,male,-0.296,negative,S-10
Free Time,3,The inner block should be unified - making the green space and trees accessible to all neighbours (residents from Veletržní Street do not have access to the green space),14.425,50.101172,9c7kqxbso,30-39,male,-0.0772,negative,S-10
Free Time,3,"Pedestrian access roads (sidewalks) to OC Stromovka and in the vicinity need more frequent and consistent cleaning also because the side streets are used for dog walking. In ul. Heřmanova the condition of the pavement needs repair (unevenness, dips).",14.428,50.100432,sp06mchgh,70+,female,0.0,neutral,S-10
Free Time,3,Vltavská intersection.,14.438,50.099386,fspk3hihz,40-49,male,0.0,neutral,T-10
Free Time,3,surroundings of Vltavská station,14.438,50.099248,gmj3zund1,20-29,male,0.0,neutral,T-10
Free Time,3,area under the railway viaduct by the Czechoslovakian railway station,14.446,50.111456,53ev1blkc,30-39,male,0.0,neutral,U-9
Free Time,3,Revitalization is needed!,14.455,50.100295,i49xnnalh,60-69,female,0.0,neutral,U-10
Free Time,3,a crazy area unworthy of a famous writer's name.,14.475,50.104884,y0cys49ts,30-39,male,-0.6597,negative,W-9
Free Time,3,the whole Libeň Bridge,14.466,50.103419,y0cys49ts,30-39,male,0.0,neutral,V-10
Free Time,3,cycle path,14.464,50.109928,tr1yscky2,20-29,male,0.0,neutral,V-9
Free Time,3,"Neglected sidewalk which is in a terrible condition due to the construction closure (compared to the surrounding area), missing garbage bins and constant garbage do not add to the beauty.",14.469,50.116839,t4vvnjl36,30-39,male,-0.5994,negative,W-8
Free Time,3,a place where people are dumping rubble,14.45,50.132711,b7pvap99p,20-29,female,-0.3182,negative,U-6
Free Time,3,Unmaintained playground,14.445,50.130682,b7pvap99p,20-29,female,0.0,neutral,U-7
Free Time,3,The sunken roadway,14.478,50.133344,1d7mr4w9r,20-29,male,0.0,neutral,W-6
Free Time,3,Former shopping centre,14.476,50.128447,axxbmvlay,30-39,female,0.0,neutral,W-7
Free Time,3,The synagogue on Palmovka Street,14.474,50.104062,i8q9gxyd2,30-39,female,0.0,neutral,W-9
Free Time,3,This whole area from Rustonka to Palmovka.,14.471,50.101496,i8q9gxyd2,30-39,female,0.0,neutral,V-10
Free Time,3,"A very, very neglected hospital. The whole area is a victim of car traffic.",14.462,50.115874,9rwc9gqvp,30-39,,-0.7245,negative,V-9
Free Time,3,"Dorms nearby, huge potential, but the pedestrian space is terribly unattractive, rather uninviting.",14.443,50.115624,9rwc9gqvp,30-39,,-0.8442,negative,T-9
Free Time,3,"Uninviting neighborhood, rather scary.",14.446,50.115415,9rwc9gqvp,30-39,,-0.4939,negative,U-8
Free Time,3,"It wouldn't necessarily deserve a renovation, but a total revitalization.",14.456,50.124724,9rwc9gqvp,30-39,,0.0,neutral,U-7
Free Time,3,"Absolutely senselessly unused space near the metro, the park is terrible, dirty, serves as a toilet.",14.457,50.124852,9rwc9gqvp,30-39,,-0.7184,negative,U-7
Free Time,3,"Such an unused, strange space.",14.45,50.132612,9rwc9gqvp,30-39,,-0.2023,negative,U-6
Free Time,3,Under-maintained green space.,14.462,50.098435,32fw4nomf,60-69,male,0.0,neutral,V-10
Free Time,3,"Fetuses, homeless",14.456,50.124709,s8b40jiy3,30-39,male,0.0,neutral,U-7
Free Time,3,What those poor kids play in is terrible outside,14.478,50.129988,iqpv4h1mj,30-39,male,-0.5859,negative,W-7
Free Time,3,Crossing of trams and entrances to the Palmovka metro station,14.476,50.101038,xwwdz89bq,30-39,female,0.0,neutral,W-10
Free Time,3,"by the Chimice Grove, near the dog training centre",14.449,50.131281,9svq8qtii,60-69,female,0.0,neutral,U-7
Free Time,3,drug addicts,14.48,50.116313,m0k16n68k,30-39,female,0.0,neutral,W-8
Free Time,3,Construction closure,14.473,50.114449,9fuc8y1z5,30-39,male,0.0,neutral,W-8
Free Time,3,"Unmaintained stairs to Žižkov, needles, glass, clutter",14.47,50.092933,lauev2iau,40-49,female,0.0,neutral,V-11
Free Time,3,tragedy,14.472,50.102094,7zqt74lup,20-29,female,-0.6597,negative,W-10
Free Time,3,The old fountain is out of shape and not inviting to sit in.,14.47,50.12762,r2db3bawg,40-49,female,-0.2411,negative,W-7
Free Time,3,The land around the Actors' Hall is a waste of its potential. This area needs to be transformed into a park as envisaged in the Metropolitan Plan.,14.449,50.118845,wasgkcc03,30-39,male,-0.4215,negative,U-8
Free Time,3,Invalides,14.461,50.095133,8hny1wdbp,30-39,male,0.0,neutral,V-11
Free Time,3,The whole area of the square and the underground exit to free up space for the use of the square,14.452,50.093239,8hny1wdbp,30-39,male,0.5106,positive,U-11
Free Time,3,surroundings of metro station Florenc,14.439,50.090966,8hny1wdbp,30-39,male,0.0,neutral,T-11
Free Time,3,Unsightly panel road,14.433,50.145694,ppvt1c5y8,50-59,male,0.0,neutral,T-6
Free Time,3,Commercially neglected place Drahan centre,14.428,50.140881,skc7of4ei,50-59,male,-0.5267,negative,S-6
Free Time,3,Sock,14.428,50.140884,3jnuyzpt7,20-29,male,0.0,neutral,S-6
Free Time,3,Cemetery of Fools,14.403,50.138103,3n3rlek4q,50-59,male,-0.4939,negative,Q-6
Free Time,3,Neglected and dirty building of the Czech Post Office / already sold to a private investor.,14.417,50.128489,m28b71jhs,40-49,male,-0.743,negative,R-7
Free Time,3,"the former health centre, which is now unused and in a very disastrous state!",14.451,50.1292,611zs6paz,30-39,female,-0.6689,negative,U-7
Free Time,3,The city ring road should go in a tunnel and V Holešovičky Street should be revitalized.,14.457,50.117418,h6z96dn4y,60-69,male,0.0,neutral,U-8
Free Time,3,The construction of the underpass has been crying out for reconstruction for several years.,14.465,50.117692,v4o0tbvkg,30-39,male,-0.4767,negative,V-8
Free Time,3,A highway cut through a historic residential neighborhood.,14.454,50.11774,v4o0tbvkg,30-39,male,-0.2732,negative,U-8
Free Time,3,It's almost unbreathable from cars.,14.465,50.118047,xnc5ofnk3,30-39,male,0.0,neutral,V-8
Free Time,3,Terrible place,14.465,50.11794,xnc5ofnk3,30-39,male,-0.4767,negative,V-8
Free Time,3,Totally over the limit in emissions and noise. It should have been underground a long time ago.,14.45,50.116873,e8admi5gd,40-49,male,0.0,neutral,U-8
Free Time,3,The square is really miserable.,14.472,50.107093,71pjpuwzg,20-29,male,-0.5413,negative,W-9
Free Time,3,"The synagogue and its surroundings are falling into disrepair, isn't that a shame?",14.475,50.104726,71pjpuwzg,20-29,male,0.2392,positive,W-9
Free Time,3,I don't think I need to add anything here.,14.472,50.101684,71pjpuwzg,20-29,male,0.0,neutral,W-10
Free Time,3,Surely the station building could be put to some use?,14.471,50.10262,71pjpuwzg,20-29,male,0.4404,positive,V-10
Free Time,3,Odra,14.423,50.130728,nxtg0thuy,30-39,male,0.0,neutral,S-7
Free Time,3,Nisa,14.413,50.126527,nxtg0thuy,30-39,male,0.0,neutral,R-8
Free Time,3,The centre of Kobylis does not feel very pleasant and modern,14.456,50.124719,re4uqrgvw,20-29,female,-0.4439,negative,U-7
Free Time,3,There is a desperate lack of pedestrian crossings,14.456,50.121232,re4uqrgvw,20-29,female,-0.5574,negative,V-8
Free Time,3,The square should be restored.,14.476,50.104933,re4uqrgvw,20-29,female,0.34,positive,W-9
Free Time,3,The synagogue should be repaired,14.474,50.104589,re4uqrgvw,20-29,female,0.0,neutral,W-9
Free Time,3,The New Town Hall building under construction is an eyesore and has been standing and deteriorating for several years,14.472,50.103914,re4uqrgvw,20-29,female,0.0,neutral,W-9
Free Time,3,This area deserves to be reclaimed.,14.449,50.119113,ojd5b18rb,20-29,male,0.0,neutral,U-8
Free Time,3,Broken benches and non-functioning info boards.,14.453,50.115948,ojd5b18rb,20-29,male,-0.4767,negative,U-8
Free Time,3,"Objects around Norma, pretty awful",14.478,50.132437,m8lq3nqw9,30-39,female,0.0516,positive,W-6
Free Time,3,Neglected area around the scrap yard/material transfer station.,14.481,50.109678,hcg0rwqgi,0-19,male,-0.5267,negative,W-9
Free Time,3,"Unclear and unnecessarily complicated intersection, built as a junction of the future Libeňská spojka.",14.477,50.11177,hcg0rwqgi,0-19,male,-0.25,negative,W-9
Free Time,3,"Huge surface parking lot in the middle of the ""square"" Na Stráži.",14.47,50.11554,hcg0rwqgi,0-19,male,0.3182,positive,W-8
Free Time,3,Neglected passage and parking under railway bridges.,14.48,50.105685,hcg0rwqgi,0-19,male,-0.5267,negative,W-9
Free Time,3,"Neglected sidewalk, especially the north sidewalk that goes over an unnecessary hill, and the parking lot under the railroad bridges.",14.48,50.103962,hcg0rwqgi,0-19,male,-0.5267,negative,W-9
Free Time,3,"Unfinished metro technical centre, now partly abandoned and partly rented as a construction yard of Metrostav, all fenced off.",14.477,50.100941,hcg0rwqgi,0-19,male,-0.4033,negative,W-10
Free Time,3,Connecting paths from Under the Sphere Park/gasworks and Krejcárk/Pražačky.,14.475,50.099452,hcg0rwqgi,0-19,male,0.0,neutral,W-10
Free Time,3,Neglected and dirty site of the original bus lay-by and the original substation opposite Swabka Street.,14.466,50.101886,hcg0rwqgi,0-19,male,-0.4019,negative,V-10
Free Time,3,Occasional storage of materials for reconstruction of tram lines.,14.472,50.10299,hcg0rwqgi,0-19,male,0.0,neutral,V-10
Free Time,3,The area of the former transfer station above the Prague Florenc bus station.,14.44,50.088701,hcg0rwqgi,0-19,male,0.0,neutral,T-11
Free Time,3,The park and the whole area of Florence under the bridge of the highway.,14.437,50.091583,hcg0rwqgi,0-19,male,0.0,neutral,T-11
Free Time,3,"The passage under the railway bridge from the cycle path from Rokytka to Pivovarnicka Street resembles a swamp when it rains, it is not paved.",14.478,50.109813,hcg0rwqgi,0-19,male,0.0,neutral,W-9
Free Time,3,"Maybe demolish, reconstruction won't help here.",14.423,50.130957,o6zk8jpfn,30-39,male,-0.3089,negative,S-7
Free Time,3,a green belt between the two roads,14.453,50.13158,o3206n7fw,50-59,male,0.0,neutral,U-7
Free Time,3,sidewalks,14.472,50.129302,gwiatm8gb,30-39,male,0.0,neutral,W-7
Free Time,3,"The place by the viewpoint, it's dirty",14.402,50.132436,gwiatm8gb,30-39,male,-0.4404,negative,Q-6
Free Time,3,The gardening colony is a jungle.,14.464,50.108511,s3xeujd4a,40-49,female,0.0,neutral,V-9
Free Time,3,"The underside of the bridge is a horror - filth, rubbish, strange used car dealers.",14.462,50.103075,s3xeujd4a,40-49,female,-0.6705,negative,V-10
Free Time,3,The tennis courts are a disgrace.,14.466,50.102987,s3xeujd4a,40-49,female,-0.4939,negative,V-10
Free Time,3,Homeless shelters,14.475,50.110891,s3xeujd4a,40-49,female,0.0,neutral,W-9
Free Time,3,"Lots of trash piled up that someone is throwing into the water (or will eventually get there/float in from somewhere else) at the same time there is a path that runs along the water, it would be great if it could be paved and made into a full path.",14.465,50.109142,yyjzl1zgw,20-29,female,0.6249,positive,V-9
Free Time,3,One of the few access points from Karlín to Vítkov should be made more accessible and welcoming.,14.461,50.092056,5wiagms8v,20-29,male,0.4877,positive,V-11
Free Time,3,OC Odra,14.424,50.131206,ykodsbl8h,40-49,female,0.0,neutral,S-7
Free Time,3,Former post office,14.417,50.128462,ykodsbl8h,40-49,female,0.0,neutral,R-7
Free Time,3,"Dangerous place, the area of the former resort. Burnt out several times, vandalised. A nuisance.",14.451,50.129109,ykodsbl8h,40-49,female,-0.4767,negative,U-7
Free Time,3,The whole Palmovka street is a ghetto,14.474,50.103511,bhu1bn1zs,30-39,male,0.0,neutral,W-9
Free Time,3,"30 years of building closures with no effect, crazy place",14.477,50.112565,bhu1bn1zs,30-39,male,-0.0423,neutral,W-9
Free Time,3,"Catastrophic condition of roads, pavements, no greenery in the streets, cars parked everywhere, danger for pedestrians, bypassing Zenkkova",14.474,50.115313,bhu1bn1zs,30-39,male,-0.8316,negative,W-8
Free Time,3,Disaster of a motorway in the middle of human dwellings,14.465,50.117661,bhu1bn1zs,30-39,male,-0.6249,negative,V-8
Free Time,3,Shocking building with homeless drug addicts,14.45,50.11419,ph2j1u6gh,40-49,male,-0.4019,negative,U-8
Free Time,3,neglected area below the Big Rock,14.433,50.123956,1mwaymjab,50-59,female,-0.5267,negative,T-8
Free Time,3,A path around the water would be a lovely promenade but not much now. How about a metre long cycle path and a metre long muddy footpath next to it?,14.457,50.113313,oyzojuety,60-69,male,0.34,positive,V-9
Free Time,3,"This building of the former centre is really a disgrace to the whole of Kobylis. And nobody is doing anything about it. It's dangerous, junkies gather there, it's full of brothels, syringes and kids go there out of curiosity. And the fact that there have",14.45,50.129156,wne2bgs0b,40-49,female,-0.7635,negative,U-7
Free Time,3,Burns from a homeless tent city,14.453,50.120978,9zrh082i7,60-69,female,0.0,neutral,U-8
Free Time,3,The remains of a homeless burnt out tent. Rats of shame,14.452,50.120681,jxiubsxq3,70+,male,-0.4767,negative,U-8
Free Time,3,"Starting point for rats to enter the surrounding streets. Under the parking lot of ČSSZ , a nest of rats!!!",14.453,50.12119,jxiubsxq3,70+,male,0.0,neutral,U-8
Free Time,3,"Homeless people gather here, wash in the fountain.",14.456,50.124668,jxiubsxq3,70+,male,0.0,neutral,U-7
Free Time,3,"A space with untapped potential for moments of well-being and mini-rest. Lots of asphalt, concrete. Trees, shrubs, planters and sand and gravel paths with benches.",14.44,50.0909,0lu3rvfdm,40-49,female,-0.128,negative,T-11
Free Time,3,Terrible place.,14.477,50.128433,ir79s8gvv,30-39,female,-0.4767,negative,W-7
Free Time,3,Underpass by the Educational Centre. Disastrous condition.,14.465,50.117916,0efqth6y7,30-39,female,-0.5994,negative,V-8
Free Time,3,"spina, fetaci",14.471,50.103306,aatszenck,30-39,male,0.0,neutral,V-10
Free Time,3,"unfinished building, a disgrace to Prague",14.472,50.101459,aatszenck,30-39,male,-0.4939,negative,W-10
Free Time,3,the whole area of Na Zertvach is silenced,14.474,50.103134,aatszenck,30-39,male,0.0,neutral,W-9
Free Time,3,Shame,14.474,50.104105,aatszenck,30-39,male,-0.4767,negative,W-9
Free Time,3,"years of promises of change, nothing happens - a waste, a disgrace.",14.475,50.104717,aatszenck,30-39,male,-0.5267,negative,W-9
Free Time,3,A flattened road,14.474,50.105225,aatszenck,30-39,male,0.0,neutral,W-9
Free Time,3,"spina, destroyed sidewalks",14.475,50.103186,aatszenck,30-39,male,-0.4939,negative,W-9
Free Time,3,The promised revitalisation is nowhere to be found,14.476,50.102422,aatszenck,30-39,male,0.3612,positive,W-10
Free Time,3,"flattened pavements, spina",14.475,50.102715,aatszenck,30-39,male,0.0,neutral,W-10
Free Time,3,Pavements unsafe,14.409,50.132144,g27d0g1gi,30-39,male,0.0,neutral,R-7
Free Time,3,The Church of St. John the Baptist - a valuable Romanesque monument,14.442,50.149199,4nd0j70b7,30-39,male,0.4767,positive,T-5
Free Time,3,"Beautiful view, ugly surroundings. It could be improved to have a nice rest on the benches, etc.",14.466,50.109928,248xlfidd,30-39,male,0.7579,positive,V-9
Free Time,3,The trail along the Vltava is beautiful but there is a mess of homeless people and it could be improved to make it less muddy.,14.457,50.113341,248xlfidd,30-39,male,0.5187,positive,V-9
Free Time,3,"The whole Palmovka neighbourhood is ugly. Especially the little park to Kaufland. If it was landscaped, you could take a shorter way to the store and at the same time you could make a nice park... But Palmovka is often occupied by various individuals and",14.471,50.102909,248xlfidd,30-39,male,-0.0644,negative,V-10
Free Time,3,"Nice little church at the intersection. If the whole place was revitalized and the church became a landmark, it would be a nice square and environment. Unfortunately, there are exits from the Metro, which is often a synonym for various individuals in the",14.474,50.104093,248xlfidd,30-39,male,0.5423,positive,W-9
Free Time,3,I am troubled by long-standing disputes over the reconstruction of the technical monument of Libenak and some of the surrounding area... While the inflated housing development on one side of it has already reached an uncomfortable limit.,14.47,50.103309,e454804do,30-39,female,-0.743,negative,V-10
Free Time,3,"Hahaha, funny, reconstruction started in May 2020, hahahahahahahahahaha",14.432,50.134021,xn0c9okm8,60-69,female,0.7579,positive,T-7
Free Time,3,The former dynamite factory. Inaccessible and neglected.,14.405,50.144346,929o062u8,40-49,male,-0.4019,negative,Q-5
Free Time,3,to dampen traffic,14.456,50.117606,929o062u8,40-49,male,0.0,neutral,U-8
Free Time,3,Těšnov park,14.437,50.091522,1fatnx23w,20-29,male,0.0,neutral,T-11
Free Time,3,That ugly spire with the former star on top is a mockery of the culture of a free nation 30 years after the velvet. Those who went there before and still go there today gnash their teeth and wonder at the taste of those in charge.,14.481,50.129015,i7s0xcjkh,40-49,male,-0.128,negative,W-7
Free Time,3,descriptive number 93,14.454,50.093223,mq9zmndl0,20-29,female,0.0772,positive,U-11
Free Time,3,"nice mature trees, but not a landscaped plaza, would be good as a playground with a fence to sit on the grass (as many people from the neighbourhood come here to walk their dogs and the environment is tempting not to clean up after themselves)",14.478,50.106887,7br4948m6,30-39,male,0.5808,positive,W-9
Free Time,3,This probably needs no comment :(,14.473,50.103489,z2etyq1rl,20-29,female,0.0531,positive,W-9
Free Time,3,"Kandertova street. 
Excessive noise of passing freight trains. 
Would like to install noise barriers.",14.472,50.111683,4j8anv23l,60-69,female,0.3612,positive,W-9
Free Time,3,Not very well maintained paths,14.455,50.115081,9q0fxtx1m,30-39,female,-0.2572,negative,U-8
Free Time,3,overgrown paths in Prosecky Rocks,14.478,50.116561,9q0fxtx1m,30-39,female,0.0,neutral,W-8
Free Time,3,"The park where people take a shortcut to Kaufland from the metro - it could use more attention, given the history of Jews in Libeň.",14.471,50.103026,9q0fxtx1m,30-39,female,0.0,neutral,V-10
Free Time,3,A permanent mess.,14.472,50.113903,nk7z7kygz,50-59,male,-0.3612,negative,W-8
Free Time,3,Abandoned houses.,14.473,50.113683,nk7z7kygz,50-59,male,-0.4588,negative,W-8
Free Time,3,The road surface is very neglected.,14.471,50.113505,nk7z7kygz,50-59,male,-0.5709,negative,V-9
Free Time,3,Still a mess,14.46,50.113492,nk7z7kygz,50-59,male,-0.3612,negative,V-9
Free Time,3,Neglected buildings..,14.465,50.114729,nk7z7kygz,50-59,male,-0.5267,negative,V-9
Free Time,3,"The burn site, the mess.",14.471,50.114262,nk7z7kygz,50-59,male,-0.3612,negative,W-8
Free Time,3,The mess behind the fence.,14.47,50.114417,nk7z7kygz,50-59,male,-0.3612,negative,V-9
Free Time,3,Unmaintained corner....,14.468,50.115529,nk7z7kygz,50-59,male,0.0,neutral,V-9
Free Time,3,"A strange, uninspired plaza.",14.439,50.091003,lk1k4mjhh,20-29,female,-0.2023,negative,T-11
Free Time,3,"Palmovka - huge potential, but the condition is tragic",14.47,50.101946,kakwnq9kl,60-69,male,-0.5187,negative,V-10
Free Time,3,"Train line generally noisy, at night it's a tragedy, dozens of heavy trucks. Standards even for the so called old noise pollution are exceeded, but nobody can do anything about it. Now the RIA has just cut down all the mature trees and trees of the",14.471,50.111497,kakwnq9kl,60-69,male,-0.25,negative,V-9
Free Time,3,Making the Dynamitka Canyon accessible would significantly increase the recreational potential of the area.,14.401,50.143521,pp9cc2fdo,40-49,male,0.3182,positive,Q-5
Free Time,3,The area of the former dynamite factory. Ideal would be to make it accessible from the Koztoprtsky pond to the Vltava River.,14.402,50.144016,0cjrsjzjm,40-49,male,0.6249,positive,Q-5
Free Time,3,"The lookout is indeed cut down, but overall the place is unkempt, including the access road.",14.437,50.124416,0cjrsjzjm,40-49,male,-0.1406,negative,T-8
Free Time,3,The shame of Libeň,14.472,50.10193,finhhut09,40-49,male,-0.4767,negative,W-10
Free Time,3,The surroundings of the beautiful Villa Hercovka are very unkempt,14.45,50.119277,c79pxpi0r,50-59,female,0.5994,positive,U-8
Free Time,3,neglected huts full of homeless people,14.437,50.122208,c79pxpi0r,50-59,female,-0.5267,negative,T-8
Free Time,3,Homeless shelters right in the park,14.452,50.12068,c79pxpi0r,50-59,female,0.0,neutral,U-8
Free Time,3,"Weird areas, not even a playground or anything, a mess.",14.441,50.120784,c79pxpi0r,50-59,female,-0.4939,negative,T-8
Free Time,3,The whole area around Florenc station,14.44,50.091368,mt3sjdkfu,30-39,female,0.0,neutral,T-11
Free Time,3,"Access road to ferry (very dismal, crumbling stairs etc).",14.45,50.09675,mt3sjdkfu,30-39,female,-0.6478,negative,U-10
Free Time,3,"Around the Křižíkova metro station. Old benches, massive trash cans, cars parked in the pedestrian zone, narrowed passage to the metro because of the restaurant ""garden"" etc.",14.452,50.093501,mt3sjdkfu,30-39,female,0.0,neutral,U-10
Free Time,3,"The old disco? Just an empty, half-ruined ruin for a long time.",14.413,50.126428,zoyied3mu,20-29,male,-0.6808,negative,R-8
Free Time,3,The surroundings of the Florenc metro station look terribly unkempt,14.439,50.09071,zoyied3mu,20-29,male,-0.5574,negative,T-11
Free Time,3,"Tear it down, nothing works there anyway and it's an eyesore.",14.423,50.131125,zv4b76n85,20-29,female,0.0,neutral,S-7
Free Time,3,The road here looks pretty weird.,14.455,50.1341,la71t2si2,30-39,male,0.3612,positive,U-6
Free Time,3,A disgusting building on Palmovka Street.,14.473,50.103803,mwfwaz4un,30-39,female,-0.5267,negative,W-9
Free Time,3,humus,14.44,50.091196,49w47xvwd,30-39,male,0.0,neutral,T-11
Free Time,3,Very unkempt.,14.439,50.091051,zcmp5v696,30-39,male,0.0,neutral,T-11
Free Time,3,Very unkempt,14.437,50.091894,zcmp5v696,30-39,male,0.0,neutral,T-11
Free Time,3,"The most neglected street in all directions, dirty and smelling of urine. I don't feel comfortable or safe here.",14.441,50.090808,ddtmcj051,20-29,female,-0.7503,negative,T-11
Free Time,3,"Dilapidated benches, general poor maintenance.",14.454,50.114579,e1s54lrjl,20-29,female,-0.4767,negative,U-8
Free Time,3,"Really big mess in the woods, lots of trash.",14.45,50.13322,e1s54lrjl,20-29,female,-0.4173,negative,U-6
Free Time,3,Poor condition of benches,14.454,50.115268,0xjiyobd4,20-29,male,-0.4767,negative,U-8
Free Time,3,Lots of litter.,14.462,50.122753,0xjiyobd4,20-29,male,0.0,neutral,V-8
Free Time,3,Lots of garbage.,14.462,50.12329,0xjiyobd4,20-29,male,0.0,neutral,V-8
Free Time,3,♪ Lots of trash ♪,14.429,50.119516,0xjiyobd4,20-29,male,0.0,neutral,S-8
Free Time,3,♪ Lots of trash ♪,14.433,50.123709,0xjiyobd4,20-29,male,0.0,neutral,T-8
Free Time,3,The area by the underground station quite neglected,14.47,50.133591,iu5fv4ld6,40-49,male,-0.5709,negative,V-7
Free Time,3,"the underpass under Liberecka, recently reconstructed, again terrible",14.481,50.125201,bqhek7p71,30-39,female,-0.4767,negative,W-7
Free Time,3,It could use a new wheelchair ramp on the stairs by the underpass and some bushwhacking.,14.481,50.125613,bqhek7p71,30-39,female,0.0,neutral,W-7
Free Time,3,"It would like to add public lighting. In winter, if you miss the moment when the school is still lit, it is completely dark.",14.478,50.125118,bqhek7p71,30-39,female,0.2263,positive,W-7
Free Time,3,"disorder, problems with public lighting, neglected orchard",14.482,50.124857,bqhek7p71,30-39,female,-0.8316,negative,W-7
Free Time,3,"Villa milada and the area around the tracks is a pretty deserted place under the on-ramp to the high-speed road. Occasionally there are raggedy people shouting at passers-by. In addition, there is a low-density permanent population, which makes this",14.444,50.116794,m2coq8ajx,20-29,female,0.4939,positive,U-8
Free Time,3,Elements...,14.46,50.099175,xk6z8mt60,30-39,female,0.0,neutral,V-10
Free Time,3,It is not possible to get to the ferry comfortably with a pram.,14.45,50.096858,xk6z8mt60,30-39,female,0.4215,positive,U-10
Free Time,3,The only green place in Palmovka where one is afraid to even peek. It would be nice to have somewhere to sit outside and eat lunch or talk with a friend.,14.471,50.102989,x7wqmn6lj,20-29,female,0.7184,positive,V-10
Free Time,3,"It's a shame that we have such great doctors who have to work in outdated, dilapidated premises.",14.464,50.114854,wx0j5jba2,40-49,male,0.25,positive,V-9
Free Time,3,There's always rubbish piling up in the fountain tank and drunk and stoned people sitting around.,14.47,50.126905,55yny6yfr,30-39,female,-0.34,negative,W-7
Free Time,3,"Huge concrete area that serves no purpose. Could be a park, playground, etc.",14.412,50.126118,55yny6yfr,30-39,female,0.0258,neutral,R-8
Free Time,3,"An ugly, crumbling building.",14.413,50.126421,55yny6yfr,30-39,female,-0.5106,negative,R-8
Free Time,3,The entire pedestrian path behind the Kaufland department store is lined with rubbish on both sides.,14.482,50.126441,55yny6yfr,30-39,female,0.0,neutral,W-7
Free Time,3,"The Norma shop, the adjacent shops and the area in front of the Norma shop are quite repulsive (clutter, almost dilapidated buildings.)",14.476,50.128389,55yny6yfr,30-39,female,0.0,neutral,W-7
Free Time,3,Constant piles of garbage.,14.413,50.127035,55yny6yfr,30-39,female,0.0,neutral,R-7
Free Time,3,"Ugly buildings, dirt, the smell of urea, suspicious people hanging around.",14.417,50.128086,55yny6yfr,30-39,female,-0.802,negative,S-7
Free Time,3,Where could one sit on a bench in the green away from the crowds on Ládví? Almost nowhere yet. It could be done here.,14.471,50.126872,bs3k0cqmv,40-49,male,0.0,neutral,W-7
Free Time,3,"Why are the benches always placed so that a sitting person's feet hit the pavement? It's uncomfortable for everyone... they could be more ""embedded"" in lawns or make resting places a little further away from the roads! But it requires",14.474,50.12864,bs3k0cqmv,40-49,male,-0.2714,negative,W-7
Free Time,3,"Nonsensically conceived space. Somehow there is nothing there, it doesn't work, weird. (except for the little playground for the kids) Yet right next to the subway.",14.468,50.126673,bs3k0cqmv,40-49,male,0.1326,positive,V-8
Free Time,3,"The back of the garage, but it's private property",14.47,50.117464,93i04tfsz,30-39,female,0.0,neutral,W-8
Free Time,3,the terrible road surface,14.48,50.113708,7djfotfhf,20-29,male,-0.4767,negative,W-8
Free Time,3,roadway,14.484,50.114039,7djfotfhf,20-29,male,0.0,neutral,X-9
Free Time,3,"The area around the ""fountain"" by the tram stop.",14.456,50.124722,2pbg9pewa,20-29,male,-0.296,negative,U-7
Free Time,3,Shameful,14.413,50.126428,04o8gtozl,70+,male,-0.4939,negative,R-8
Free Time,3,"Desperately underdeveloped and neglected, renovate the park at the same time as the Nisa",14.414,50.125954,04o8gtozl,70+,male,-0.7184,negative,R-8
Free Time,3,"It's such a weird place, it's overgrown, unkept...",14.445,50.116139,c0z3an1yp,20-29,female,-0.1779,negative,U-8
Free Time,3,Palmovka,14.474,50.103253,nnbfcmobn,30-39,female,0.0,neutral,W-9
